,html_url,number,labels,state,created_at,pull_request,comments,title,body,rel1,rel2,rel3,rel4,rel5,rel6,rel7,rel8,rel9,rel10
1282,https://github.com/explosion/spaCy/issues/4733,4733,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 446605073, 'node_id': 'MDU6TGFiZWw0NDY2MDUwNzM=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/windows', 'name': 'windows', 'color': '676F6D', 'default': False, 'description': 'Issues related to Windows'}]",closed,2019-11-29 11:09:22+00:00,,8,ImportError: DLL load failed: The specified module could not be found.,"<!-- Before submitting an issue, make sure to check the docs and closed issues to see if any of the solutions work for you. Installation problems can often be related to Python environment issues and problems with compilation. -->

<!-- Include the details of how the problem occurred. Which command did you run to install spaCy? Did you come across an error? What else did you try? -->
The error occurs after installation and running the following command for checking the validation:
`python -m spacy validate`

```bash
(venv) C:\Users\user_profile\Desktop\new_pro>python -m spacy validate
Traceback (most recent call last):
  File ""C:\Users\user_profile\AppData\Local\Programs\Python\Python36\lib\runpy.py"", line 183, in _run_module_as_main
    mod_name, mod_spec, code = _get_module_details(mod_name, _Error)
  File ""C:\Users\user_profile\AppData\Local\Programs\Python\Python36\lib\runpy.py"", line 142, in _get_module_details
    return _get_module_details(pkg_main_name, error)
  File ""C:\Users\user_profile\AppData\Local\Programs\Python\Python36\lib\runpy.py"", line 109, in _get_module_details
    __import__(pkg_name)
  File ""C:\Users\user_profile\Desktop\new_pro\venv\lib\site-packages\spacy\__init__.py"", line 12, in <module>
    from . import pipeline
  File ""C:\Users\user_profile\Desktop\new_pro\venv\lib\site-packages\spacy\pipeline\__init__.py"", line 4, in <module>
    from .pipes import Tagger, DependencyParser, EntityRecognizer, EntityLinker
  File ""pipes.pyx"", line 1, in init spacy.pipeline.pipes
ImportError: DLL load failed: The specified module could not be found.

```

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System: Windows 10 Pro N
* Python Version Used: 3.6.6
* spaCy Version Used: 2.2.3
* Environment Information: The result of running `python -m spacy info --markdown` is the same error message included above.
",,,,,1,,,,,
1460,https://github.com/explosion/spaCy/issues/5035,5035,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}]",closed,2020-02-19 12:18:59+00:00,,4,Packaging spacy with pyinstaller: ImportError: cannot import name _custom_kernels,"## Overview
I'm packaging a python script which imports spacy with pyinstaller https://github.com/pyinstaller/pyinstaller into an executable. I get the error in the title when running the executable.

## Environment
* Operating System: Linux-4.15.0-88-generic-x86_64-with-Ubuntu-18.04-bionic
* Python Version Used: 3.6.9
* spaCy Version Used: 2.2.3
* Spacy location: /home/user/spacy-pyinstaller/venv/lib/python3.6/site-packages/spacy
* pyinstaller Version Used: 4.0.dev0+a1f92c6a08


## Reproduction steps
All necessary files for reproduction are available at https://github.com/michaelhochleitner/spacy-pyinstaller .

I'm packaging the following python script. 
```
import spacy
```
I use the following command to package the script.
```
pyinstaller nlp.spec 
```

Here is my .spec file:
```
# -*- mode: python ; coding: utf-8 -*-

block_cipher = None


a = Analysis(['nlp.py'],
             pathex=['/home/user/spacy-pyinstaller'],
             binaries=[],
             datas=[],
             hiddenimports=['srsly.msgpack.util','cymem','cymem.cymem','preshed.maps','thinc.linalg','murmurhash'],
             hookspath=[],
             runtime_hooks=[],
             excludes=[],
             win_no_prefer_redirects=False,
             win_private_assemblies=False,
             cipher=block_cipher,
             noarchive=False)
pyz = PYZ(a.pure, a.zipped_data,
             cipher=block_cipher)
exe = EXE(pyz,
          a.scripts,
          [],
          exclude_binaries=True,
          name='nlp',
          debug=False,
          bootloader_ignore_signals=False,
          strip=False,
          upx=True,
          console=True )
coll = COLLECT(exe,
               a.binaries,
               a.zipfiles,
               a.datas,
               strip=False,
               upx=True,
               upx_exclude=[],
               name='nlp')

```
When running
```
./dist/nlp/nlp
```
I get the following output
```
Traceback (most recent call last):
  File ""nlp.py"", line 1, in <module>
    import spacy
  File ""/home/mh/spacy-pyinstaller/venv/lib/python3.6/site-packages/PyInstaller/loader/pyimod03_importers.py"", line 489, in exec_module
    exec(bytecode, module.__dict__)
  File ""spacy/__init__.py"", line 10, in <module>
  File ""/home/mh/spacy-pyinstaller/venv/lib/python3.6/site-packages/PyInstaller/loader/pyimod03_importers.py"", line 489, in exec_module
    exec(bytecode, module.__dict__)
  File ""thinc/neural/__init__.py"", line 4, in <module>
  File ""/home/mh/spacy-pyinstaller/venv/lib/python3.6/site-packages/PyInstaller/loader/pyimod03_importers.py"", line 489, in exec_module
    exec(bytecode, module.__dict__)
  File ""thinc/neural/_classes/model.py"", line 11, in <module>
  File ""/home/mh/spacy-pyinstaller/venv/lib/python3.6/site-packages/PyInstaller/loader/pyimod03_importers.py"", line 489, in exec_module
    exec(bytecode, module.__dict__)
  File ""thinc/neural/train.py"", line 7, in <module>
  File ""optimizers.pyx"", line 14, in init thinc.neural.optimizers
  File ""ops.pyx"", line 24, in init thinc.neural.ops
ImportError: cannot import name _custom_kernels
[16858] Failed to execute script nlp
```
I don't know if this issue should be in the pyinstaller project or the spacy project. So I'm opening issues in both.


## Related issues
https://github.com/pyinstaller/pyinstaller/issues/4696
https://github.com/explosion/spaCy/issues/2536
https://github.com/explosion/spaCy/issues/3831
https://stackoverflow.com/questions/59645155/spacy-2-2-3-filenotfounderror-errno-2-no-such-file-or-directory-thinc-neur
",,,,,1,,,,,
1544,https://github.com/explosion/spaCy/issues/5217,5217,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 925719279, 'node_id': 'MDU6TGFiZWw5MjU3MTkyNzk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/more-info-needed', 'name': 'more-info-needed', 'color': 'f6f6f6', 'default': False, 'description': 'This issue needs more information'}]",closed,2020-03-27 14:58:25+00:00,,7,ImportError: DLL load failed: The specified module could not be found.,"## How to reproduce the behaviour
When running my python script in a Docker container on Windows, I get the following error when importing spacy :

```
Traceback (most recent call last):
  File ""application.py"", line 5, in <module>
    import spacy
  File ""C:\Python\lib\site-packages\spacy\__init__.py"", line 12, in <module>
    from . import pipeline
  File ""C:\Python\lib\site-packages\spacy\pipeline\__init__.py"", line 4, in <module>
    from .pipes import Tagger, DependencyParser, EntityRecognizer, EntityLinker
  File ""pipes.pyx"", line 1, in init spacy.pipeline.pipes
ImportError: DLL load failed: The specified module could not be found.
```

Exactly the same issue has been described before, see https://github.com/explosion/spaCy/issues/4733, albeit not running in Docker

When I execute the same script on the host computer, it runs fine (same python and spacy versions as in the container)

## Environment

* Operating System: Windows Server 2016
* Python Version Used: 3.7.5
* spaCy Version Used: 2.2.4
* Environment Information:
",,,,,1,,,,,
1846,https://github.com/explosion/spaCy/issues/5976,5976,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}]",closed,2020-08-26 10:19:37+00:00,,2,ImportError: preshed.maps does not export expected C function map_clear,"Just upgrade Spacy to version 2.3.2 to evoid the bug in 2.2.4 where token.morph.__repr__() returns a list instead of a str. Now when I `import spacy` I get the following exception:

```
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/home/conda/anaconda3/envs/femdwell-debug/lib/python3.6/site-packages/spacy/__init__.py"", line 12, in <module>
    from . import pipeline
  File ""/home/conda/anaconda3/envs/femdwell-debug/lib/python3.6/site-packages/spacy/pipeline/__init__.py"", line 4, in <module>
    from .pipes import Tagger, DependencyParser, EntityRecognizer, EntityLinker
  File ""pipes.pyx"", line 25, in init spacy.pipeline.pipes
  File ""/home/conda/anaconda3/envs/femdwell-debug/lib/python3.6/site-packages/spacy/pipeline/functions.py"", line 5, in <module>
    from ..matcher import Matcher
  File ""/home/conda/anaconda3/envs/femdwell-debug/lib/python3.6/site-packages/spacy/matcher/__init__.py"", line 5, in <module>
    from .phrasematcher import PhraseMatcher
  File ""phrasematcher.pyx"", line 1, in init spacy.matcher.phrasematcher
ImportError: preshed.maps does not export expected C function map_clear
```
This only appears on one of my computers, but unfortunately it is the one where I need to develop.

The computer is a 64bit intel and is running Ubuntu 18.04.5 LTS . Spacy was installed into a conda (version 4.7.10) environment using ""pip install -U spacy"".",,,,,1,,,,,
1857,https://github.com/explosion/spaCy/issues/6022,6022,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 642658286, 'node_id': 'MDU6TGFiZWw2NDI2NTgyODY=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/lang%20/%20ja', 'name': 'lang / ja', 'color': '726DA8', 'default': False, 'description': 'Japanese language data and models'}, {'id': 925719279, 'node_id': 'MDU6TGFiZWw5MjU3MTkyNzk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/more-info-needed', 'name': 'more-info-needed', 'color': 'f6f6f6', 'default': False, 'description': 'This issue needs more information'}]",closed,2020-09-03 08:14:02+00:00,,5,ImportError: DLL load failed: The specified module could not be found. (Error while loading Japanese Model),"## How to reproduce the behaviour
On Anaconda Prompt, I created an environment : my_env
Here, I installed spacy (```pip install -U spacy```) and downloaded English and Japanese Model (```python -m spacy download ja_core_news_sm```). Loading english model gave no error.

But when I do : 
```
import spacy
nlp = spacy.load(""ja_core_news_sm"")
```

It gave the following error :

```
Traceback (most recent call last):
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\lang\ja\__init__.py"", line 31, in try_sudachi_import
    from sudachipy import dictionary, tokenizer
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\sudachipy\__init__.py"", line 15, in <module>
    from . import utf8inputtextbuilder
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\sudachipy\utf8inputtextbuilder.py"", line 16, in <module>
    from .dictionarylib.categorytype import CategoryType
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\anno\lib\site-packages\sudachipy\dictionarylib\__init__.py"", line 19, in <module>
    from . import doublearraylexicon
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\sudachipy\dictionarylib\doublearraylexicon.py"", line 17, in <module>
    from dartsclone import DoubleArray
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\dartsclone\__init__.py"", line 1, in <module>
    from dartsclone._dartsclone import DoubleArray
ImportError: DLL load failed: The specified module could not be found.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\__init__.py"", line 30, in load
    return util.load_model(name, **overrides)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\util.py"", line 170, in load_model
    return load_model_from_package(name, **overrides)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\util.py"", line 191, in load_model_from_package
    return cls.load(**overrides)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\ja_core_news_sm\__init__.py"", line 12, in load
    return load_model_from_init_py(__file__, **overrides)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\util.py"", line 239, in load_model_from_init_py
    return load_model_from_path(data_path, meta, **overrides)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\util.py"", line 203, in load_model_from_path
    nlp = cls(meta=meta, **overrides)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\language.py"", line 186, in __init__
    make_doc = factory(self, **meta.get(""tokenizer"", {}))
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\lang\ja\__init__.py"", line 273, in create_tokenizer
    return JapaneseTokenizer(cls, nlp, config)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\lang\ja\__init__.py"", line 139, in __init__
    self.tokenizer = try_sudachi_import(self.split_mode)
  File ""C:\Users\nitin.trivedi\AppData\Local\Continuum\anaconda3\envs\my_env\lib\site-packages\spacy\lang\ja\__init__.py"", line 44, in try_sudachi_import
    ""Japanese support requires SudachiPy and SudachiDict-core ""
ImportError: Japanese support requires SudachiPy and SudachiDict-core (https://github.com/WorksApplications/SudachiPy). Install with `pip install sudachipy sudachidict_core` or install spaCy with `pip install spacy[ja]`.
``` 

I checked for dartsclone and verified that it is already present.


## Environment
* Operating System: Windows 10
* Python Version Used: 3.6.10
* spaCy Version Used: 2.3.2
* Environment Information: Anaconda
",,,,,1,,,,,
1943,https://github.com/explosion/spaCy/issues/6329,6329,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 925719279, 'node_id': 'MDU6TGFiZWw5MjU3MTkyNzk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/more-info-needed', 'name': 'more-info-needed', 'color': 'f6f6f6', 'default': False, 'description': 'This issue needs more information'}]",closed,2020-11-02 18:25:16+00:00,,3,ImportError: cannot import name set_gpu_allocator,"
![image](https://user-images.githubusercontent.com/46970976/97904467-8602a500-1d0e-11eb-8506-fcc46f0435bf.png)
Thinc version  8.0.0rc1. 
I'm trying to use the new feature from spacy-nightly so I download the latest version of thinc. However, I could not import certain function as the the demo code. 

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System: Azure R studio 
* Python Version Used: 3.7
* spaCy Version Used: 2.3 and nightly 

",,,,,1,,,,,
2074,https://github.com/explosion/spaCy/issues/6697,6697,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 446605073, 'node_id': 'MDU6TGFiZWw0NDY2MDUwNzM=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/windows', 'name': 'windows', 'color': '676F6D', 'default': False, 'description': 'Issues related to Windows'}]",closed,2021-01-08 07:22:23+00:00,,9,ImportError: DLL load failed while importing nn_parser: The specified module could not be found.,"when I try to download models or Validate or use info --markdown I get this error.
```
Traceback (most recent call last):
  File ""C:\Users\MSI\AppData\Local\Programs\Python\Python39\lib\runpy.py"", line 188, in _run_module_as_main
    mod_name, mod_spec, code = _get_module_details(mod_name, _Error)
  File ""C:\Users\MSI\AppData\Local\Programs\Python\Python39\lib\runpy.py"", line 147, in _get_module_details
    return _get_module_details(pkg_main_name, error)
  File ""C:\Users\MSI\AppData\Local\Programs\Python\Python39\lib\runpy.py"", line 111, in _get_module_details
    __import__(pkg_name)
  File ""C:\Users\MSI\Desktop\py\nlps\lib\site-packages\spacy\__init__.py"", line 12, in <module>
    from . import pipeline
  File ""C:\Users\MSI\Desktop\py\nlps\lib\site-packages\spacy\pipeline\__init__.py"", line 4, in <module>
    from .pipes import Tagger, DependencyParser, EntityRecognizer, EntityLinker
  File ""pipes.pyx"", line 1, in init spacy.pipeline.pipes
ImportError: DLL load failed while importing nn_parser: The specified module could not be found.`
```

I've tried it with python 3.8.6 64-bit, 3.9.0 64-bit and with virtual env. I get the same error.

Here is my pip list for vitual env. 
```
blis       0.7.4
catalogue  1.0.0
certifi    2020.12.5
chardet    4.0.0
cymem      2.0.5
idna       2.10
murmurhash 1.0.5
numpy      1.19.5
pip        20.3.3
plac       1.1.3
preshed    3.0.5
requests   2.25.1
setuptools 49.2.1
spacy      2.3.5
srsly      1.0.5
thinc      7.4.5
tqdm       4.55.1
urllib3    1.26.2
wasabi     0.8.0
```

The message I get when I install spacy 
```
(nlps) C:\Users\MSI\Desktop\py>pip install spacy
Collecting spacy
  Using cached spacy-2.3.5-cp39-cp39-win_amd64.whl (9.4 MB)
Requirement already satisfied: setuptools in c:\users\msi\desktop\py\nlps\lib\site-packages (from spacy) (49.2.1)
Collecting blis<0.8.0,>=0.4.0
  Using cached blis-0.7.4-cp39-cp39-win_amd64.whl (6.5 MB)
Collecting catalogue<1.1.0,>=0.0.7
  Using cached catalogue-1.0.0-py2.py3-none-any.whl (7.7 kB)
Collecting cymem<2.1.0,>=2.0.2
  Using cached cymem-2.0.5-cp39-cp39-win_amd64.whl (36 kB)
Collecting murmurhash<1.1.0,>=0.28.0
  Using cached murmurhash-1.0.5-cp39-cp39-win_amd64.whl (21 kB)
Collecting numpy>=1.15.0
  Using cached numpy-1.19.5-cp39-cp39-win_amd64.whl (13.3 MB)
Collecting plac<1.2.0,>=0.9.6
  Using cached plac-1.1.3-py2.py3-none-any.whl (20 kB)
Collecting preshed<3.1.0,>=3.0.2
  Using cached preshed-3.0.5-cp39-cp39-win_amd64.whl (112 kB)
Collecting requests<3.0.0,>=2.13.0
  Using cached requests-2.25.1-py2.py3-none-any.whl (61 kB)
Collecting certifi>=2017.4.17
  Using cached certifi-2020.12.5-py2.py3-none-any.whl (147 kB)
Collecting chardet<5,>=3.0.2
  Using cached chardet-4.0.0-py2.py3-none-any.whl (178 kB)
Collecting idna<3,>=2.5
  Using cached idna-2.10-py2.py3-none-any.whl (58 kB)
Collecting srsly<1.1.0,>=1.0.2
  Using cached srsly-1.0.5-cp39-cp39-win_amd64.whl (177 kB)
Collecting thinc<7.5.0,>=7.4.1
  Using cached thinc-7.4.5-cp39-cp39-win_amd64.whl (904 kB)
Collecting tqdm<5.0.0,>=4.38.0
  Downloading tqdm-4.55.1-py2.py3-none-any.whl (68 kB)
     |鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅鈻堚枅| 68 kB 138 kB/s
Collecting urllib3<1.27,>=1.21.1
  Using cached urllib3-1.26.2-py2.py3-none-any.whl (136 kB)
Collecting wasabi<1.1.0,>=0.4.0
  Using cached wasabi-0.8.0-py3-none-any.whl (23 kB)
Installing collected packages: numpy, murmurhash, cymem, wasabi, urllib3, tqdm, srsly, preshed, plac, idna, chardet, certifi, catalogue, blis, thinc, requests, spacy
Successfully installed blis-0.7.4 catalogue-1.0.0 certifi-2020.12.5 chardet-4.0.0 cymem-2.0.5 idna-2.10 murmurhash-1.0.5 numpy-1.19.5 plac-1.1.3 preshed-3.0.5 requests-2.25.1 spacy-2.3.5 srsly-1.0.5 thinc-7.4.5 tqdm-4.55.1 urllib3-1.26.2 wasabi-0.8.0
```",,,,,1,,,,,
2363,https://github.com/explosion/spaCy/issues/7646,7646,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 446637295, 'node_id': 'MDU6TGFiZWw0NDY2MzcyOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/osx', 'name': 'osx', 'color': '676F6D', 'default': False, 'description': 'Issues related to macOS / OSX'}]",closed,2021-04-03 04:51:04+00:00,,5,[download en_core_web_sm] => ImportError dlopen  no suitable image found,"

## Spacy Language Installation Error
1. Create new python venv : `python3 -m venv ./venv`
2. Activate new python venv : `source ./venv/bin/activate`
3. Update pip, setuptools, wheel : `pip install -U pip setuptools wheel`
4. Install spacy [Latest] : `pip install -U spacy`
5. Install spacy language pack : `python -m spacy download en_core_web_sm`

## Error:
<img width=""1918"" alt=""error"" src=""https://user-images.githubusercontent.com/59952787/113468683-5266ab00-9465-11eb-88f7-0a9d3c7a2f69.png"">

## What I tried:
Following this [stackoverflow link](https://stackoverflow.com/questions/47858150/scipy-importerror-dlopen-no-suitable-image-found-in-python-3) I deleted whole venv folder, created a new one & then tried installing spacy with `python -m pip install spacy` Then tried installing language pack `python -m spacy download en_core_web_sm`

I also tried `python -m spacy.en.download all` that gave me same error.
<img width=""1920"" alt=""Screenshot 2021-04-03 at 10 18 42 AM"" src=""https://user-images.githubusercontent.com/59952787/113468788-fb150a80-9465-11eb-96ad-f203e6c6a33d.png"">


## Your Environment
Python Version : 3.7.9
OS : Mac Os Catilina v10.15.7
pip list in venv output:
```shell
Package             Version
------------------- ---------
appnope             0.1.2
argon2-cffi         20.1.0
async-generator     1.10
attrs               20.3.0
backcall            0.2.0
bleach              3.3.0
blis                0.7.4
catalogue           2.0.1
certifi             2020.12.5
cffi                1.14.5
chardet             4.0.0
click               7.1.2
cymem               2.0.5
decorator           5.0.3
defusedxml          0.7.1
entrypoints         0.3
idna                2.10
importlib-metadata  3.10.0
ipykernel           5.5.3
ipython             7.22.0
ipython-genutils    0.2.0
jedi                0.18.0
Jinja2              2.11.3
jsonschema          3.2.0
jupyter-client      6.1.12
jupyter-core        4.7.1
jupyterlab-pygments 0.1.2
MarkupSafe          1.1.1
mistune             0.8.4
murmurhash          1.0.5
nbclient            0.5.3
nbconvert           6.0.7
nbformat            5.1.3
nest-asyncio        1.5.1
notebook            6.3.0
numpy               1.20.2
packaging           20.9
pandocfilters       1.4.3
parso               0.8.2
pathy               0.4.0
pexpect             4.8.0
pickleshare         0.7.5
pip                 21.0.1
preshed             3.0.5
prometheus-client   0.10.0
prompt-toolkit      3.0.18
ptyprocess          0.7.0
pycparser           2.20
pydantic            1.7.3
Pygments            2.8.1
pyparsing           2.4.7
pyrsistent          0.17.3
python-dateutil     2.8.1
pyzmq               22.0.3
requests            2.25.1
Send2Trash          1.5.0
setuptools          54.2.0
six                 1.15.0
smart-open          3.0.0
spacy               3.0.5
spacy-legacy        3.0.2
srsly               2.4.0
terminado           0.9.4
testpath            0.4.4
thinc               8.0.2
tornado             6.1
tqdm                4.59.0
traitlets           5.0.5
typer               0.3.2
typing-extensions   3.7.4.3
urllib3             1.26.4
wasabi              0.8.2
wcwidth             0.2.5
webencodings        0.5.1
wheel               0.36.2
zipp                3.4.1
```",,,,,1,,,,,
2526,https://github.com/explosion/spaCy/issues/8309,8309,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 2103359118, 'node_id': 'MDU6TGFiZWwyMTAzMzU5MTE4', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/resolved', 'name': 'resolved', 'color': 'f6f6f6', 'default': False, 'description': 'The issue was addressed / answered'}]",closed,2021-06-08 14:59:38+00:00,,9,Import spacy gives ImportError for click.exceptions (typer),"## How to reproduce the behaviour
<!-- Include a code example or the steps that led to the problem. Please try to be as specific as possible. -->
`import spacy`

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System: RHEL 7.6
* Python Version Used: 3.6
* spaCy Version Used: 3.0.6
* Environment Information: VirtualBox VM

```
Stack trace is as follows:
Traceback (most recent call last):
  File ""/home/brick/eclipse-workspace/NeuralCorefWork/Trial1.py"", line 3, in <module>
    import spacy
  File ""/home/brick/.local/lib/python3.6/site-packages/spacy/__init__.py"", line 14, in <module>
    from .cli.info import info  # noqa: F401
  File ""/home/brick/.local/lib/python3.6/site-packages/spacy/cli/__init__.py"", line 3, in <module>
    from ._util import app, setup_cli  # noqa: F401
  File ""/home/brick/.local/lib/python3.6/site-packages/spacy/cli/_util.py"", line 8, in <module>
    import typer
  File ""/home/brick/.local/lib/python3.6/site-packages/typer/__init__.py"", line 7, in <module>
    from click.exceptions import Exit as Exit
ImportError: cannot import name 'Exit'
```",,,,,1,,,,,
790,https://github.com/explosion/spaCy/issues/3923,3923,"[{'id': 111380487, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODc=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/enhancement', 'name': 'enhancement', 'color': '20834E', 'default': True, 'description': 'Feature requests and improvements'}, {'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 560441651, 'node_id': 'MDU6TGFiZWw1NjA0NDE2NTE=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/models', 'name': 'models', 'color': '726DA8', 'default': False, 'description': 'Issues related to the statistical models'}]",closed,2019-07-08 14:02:41+00:00,,3,Trying to load a model in the same script that downloaded it raises OSError,"Hi,

When downloading a model using `spacy.cli.download` and then directly using `spacy.load` (in the same interpreter), it raises an OSError because `spacy.utils.is_package` returns False: https://github.com/explosion/spaCy/blob/a7fd42d937d405088803da3fb3b301cc81cea719/spacy/util.py#L133-L134 
We currently need to start a new interpreter for the list of packages to be updated with the newly installed model.
Is this the expected behaviour?
Is there a way to download a model at run time and using it directly? (I'd like my package to download the model lazily only when needed and without having to execute the script twice).

Thanks,

## How to reproduce the behaviour
```bash
$ pip uninstall -y en_core_web_sm; python -c ""import spacy; spacy.cli.download('en_core_web_sm'); spacy.load('en_core_web_sm')""

OSError: [E050] Can't find model 'en_core_web_sm'. It doesn't seem to be a shortcut link, a Python package or a valid path to a data directory.
```

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System: Ubuntu 18.04
* Python Version Used: 3.7.3
* spaCy Version Used: 2.1.3
* Environment Information:
",,,,1,,,,,,
