,Unnamed: 0,html_url,number,labels,state,created_at,pull_request,comments,title,body,rel1,rel2,rel3,rel4,rel5,rel6,rel7,rel8,rel9,rel10
31,0,https://github.com/sloria/TextBlob/issues/95,95,[],open,2015-09-27 23:34:59+00:00,0,1,problem with noun_phrases and case sensitivity,"Is it possible to get a word in source case?

``` Python
>>>text = '''Main Python wrapper for correcting spelling and grammar mistakes.'''
>>> blob = TextBlob(text)
>>> blob.sentences[0].noun_phrases[0]
'python'
>>> blob.sentences[0].noun_phrases[0].islower()
True
>>> blob.replace(blob.sentences[0].noun_phrases[0], 'Program')
TextBlob(""Main Python wrapper for correcting spelling and grammar mistakes."")
```
",0,0,0,0,0,0,1,0,0,0
32,42,https://github.com/sloria/TextBlob/issues/151,151,[],closed,2017-02-13 19:28:59+00:00,0,2,Issue with .correct() ,"I'm just testing out TextBlob and in particular the spelling functionality. Perhaps I'm missing something, but the basic example of the .correct() method is returning an empty Texblob. (I'm using Python 2.7 in Jupyter Notebooks). Other Texblob functionality has worked as expected/demonstrated in docs. 

input:
phrase = TextBlob(""Do you get thaksgiving day off?"")
phrase.correct()

output: 
TextBlob("""")
",0,0,0,0,0,0,1,0,0,0
33,95,https://github.com/sloria/TextBlob/issues/238,238,[],closed,2018-12-03 00:39:31+00:00,0,1,Extend the dictionary with domain specific words?,"Hey there, I was wondering how I can extend the dictionary behind the spell check, so that domain specific words dont get classified as wirtten wrong",0,0,0,1,0,0,1,0,0,0
34,114,https://github.com/sloria/TextBlob/issues/290,290,"[{'id': 1857753522, 'node_id': 'MDU6TGFiZWwxODU3NzUzNTIy', 'url': 'https://api.github.com/repos/sloria/TextBlob/labels/question', 'name': 'question', 'color': '45a30b', 'default': True, 'description': ''}]",closed,2019-11-14 16:19:28+00:00,0,2,Word.spellcheck() method returns inconsistent results,"I'm currently playing around with TextBlob and I found that spellcheck() method is giving me a lot of false positives. For example, for the word 'upload', the spellcheck() output is the following: `[('unload', 1.0)]` where I would expect something more similar to the following: `[('upload', 0.64), ('unload'), 0.36]`. Another example is with the plurals. For instance, given the word ""building"" the spellcheck() output is the following: `[('buildings', 1.0)]`. Is this the expected behavior? Is there something I'm missing?",0,0,0,0,0,0,1,0,0,0
35,121,https://github.com/sloria/TextBlob/issues/313,313,[],open,2020-04-10 17:30:41+00:00,0,0,Add custom words to the frequency list to check Spelling,I'm not able to add custom words such as names into the frequency list for spelling correction. I've using this library as a post-processing step for an ocr tool,0,0,0,1,0,0,1,0,0,0
36,124,https://github.com/sloria/TextBlob/issues/327,327,[],open,2020-06-04 06:15:14+00:00,0,0,Not able to recognize merged words,"TextBlob is not able to identify merged words during spelling correction, it is returning them as correct. Here are a few examples:
```[python]
>>> textblob.__version__
'0.15.3'
>>> TextBlob('mynameis').correct()
TextBlob(""mynameis"")
>>> TextBlob('upperright corner').correct()
TextBlob(""upperright corner"")
```
Am I missing something or is that a bug?",0,0,0,0,0,0,1,0,0,0
37,148,https://github.com/sloria/TextBlob/issues/386,386,[],open,2021-06-22 10:09:00+00:00,0,0,Too much time taking to execute TextBlob.correct(),"I am applying this method for spelling correction on some text present in a csv file, but the code is still running, it's been more than 30 minutes, and even now it is running. Can someone please points out what needs to be done in this case and why is it taking this much of time?",0,0,0,0,0,0,1,0,0,0
38,6,https://github.com/sloria/TextBlob/issues/104,104,[],open,2015-12-12 03:43:14+00:00,0,2,Importing nltk on cgi-bin python webpage on localhost.,"Hello,

I have a cgi-bin webpage. I use textblob in my python codes. When I run my website on localhost, I get the following error: ""Resource u'tokenizers/punkt/english.pickle' not found.  Please
  use the NLTK Downloader to obtain the resource:""

nltk.download('all'), or ""python -m textblob.download_corpora"" didn't solve my problem.

How can I fix this issue?

Thanks
",0,0,0,0,0,1,0,0,0,0
39,102,https://github.com/sloria/TextBlob/issues/270,270,[],closed,2019-06-12 12:07:26+00:00,0,1,Python 3.5: no mudule named textblob,"When i start tihs program in python 3.5 there came an no module error. But in python 2 it works.
Why",0,0,0,0,0,1,0,0,0,0
40,119,https://github.com/sloria/TextBlob/issues/302,302,[],open,2020-02-09 06:23:24+00:00,0,0,Deprecation warning due to invalid escape sequences in Python 3.8,"Deprecation warnings are raised due to invalid escape sequences in Python 3.8 . Below is a log of the warnings raised during compiling all the python files. Using raw strings or escaping them will fix this issue.

```
find . -iname '*.py'  | xargs -P 4 -I{} python -Wall -m py_compile {} 

./textblob/_text.py:218: DeprecationWarning: invalid escape sequence \.
  RE_ABBR1 = re.compile(""^[A-Za-z]\.$"")       # single letter, ""T. De Smedt""
./textblob/_text.py:219: DeprecationWarning: invalid escape sequence \.
  RE_ABBR2 = re.compile(""^([A-Za-z]\.)+$"")    # alternating letters, ""U.S.""
./build/lib/textblob/_text.py:218: DeprecationWarning: invalid escape sequence \.
  RE_ABBR1 = re.compile(""^[A-Za-z]\.$"")       # single letter, ""T. De Smedt""
./build/lib/textblob/_text.py:219: DeprecationWarning: invalid escape sequence \.
  RE_ABBR2 = re.compile(""^([A-Za-z]\.)+$"")    # alternating letters, ""U.S.""
./tests/test_translate.py:47: DeprecationWarning: invalid escape sequence \d
  assert_true(re.match('.+&tk=\d+\.\d+$', url))
```",0,0,0,0,0,1,0,0,0,0
41,134,https://github.com/sloria/TextBlob/issues/346,346,[],closed,2020-09-24 12:15:22+00:00,0,0,Dependabot couldn't authenticate with https://pypi.python.org/simple/,"Dependabot couldn't authenticate with https://pypi.python.org/simple/.

You can provide authentication details in your [Dependabot dashboard](https://app.dependabot.com/accounts/sloria) by clicking into the account menu (in the top right) and selecting 'Config variables'.

[View the update logs](https://app.dependabot.com/accounts/sloria/update-logs/48605488).",0,0,0,0,0,1,0,0,0,0
42,16,https://github.com/sloria/TextBlob/issues/115,115,[],closed,2016-02-15 09:58:06+00:00,0,8,Translation not working - always returns empty string as response,"Hello,

Google must have changed something.

``` python
In [1]: import textblob

In [2]: blob = textblob.TextBlob(""bonjour"")

In [3]: blob.translate()
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(42)translate()
     41         import ipdb; ipdb.set_trace()
---> 42         json5 = self._get_json5(self.url, host=host, type_=type_, data=data)
     43         if self._translation_successful(json5):

ipdb> s
--Call--
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(84)_get_json5()
     83 
---> 84     def _get_json5(self, url, host=None, type_=None, data=None):
     85         encoded_data = urlencode(data).encode('utf-8')

ipdb> n
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(85)_get_json5()
     84     def _get_json5(self, url, host=None, type_=None, data=None):
---> 85         encoded_data = urlencode(data).encode('utf-8')
     86         req = request.Request(url=url, headers=self.headers, data=encoded_data)

ipdb> 
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(86)_get_json5()
     85         encoded_data = urlencode(data).encode('utf-8')
---> 86         req = request.Request(url=url, headers=self.headers, data=encoded_data)
     87         if host or type_:

ipdb> 
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(87)_get_json5()
     86         req = request.Request(url=url, headers=self.headers, data=encoded_data)
---> 87         if host or type_:
     88             req.set_proxy(host=host, type=type_)

ipdb> 
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(89)_get_json5()
     88             req.set_proxy(host=host, type=type_)
---> 89         resp = request.urlopen(req)
     90         content = resp.read()

ipdb> 
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(90)_get_json5()
     89         resp = request.urlopen(req)
---> 90         content = resp.read()
     91         return content.decode('utf-8')

ipdb> 
> /home/alopez/.virtualenvs/proj/lib/python2.7/site-packages/textblob/translate.py(91)_get_json5()
     90         content = resp.read()
---> 91         return content.decode('utf-8')
     92 

ipdb> content
'""""'
ipdb> resp.code
200
ipdb> resp.msg
'OK'
```

I will post an update if I find out something...
",0,0,0,1,1,0,0,0,0,0
43,9,https://github.com/sloria/TextBlob/issues/107,107,[],closed,2016-01-13 20:22:06+00:00,0,4,Unable to translate a text file,"Please let me know if I am doing this wrong? 

I'm trying to open and read a text file with multiple keywords and phrases in different languages.
I would like to be able to translate this using a case statement if at all possible.
Every time I try to pass a file format I get an error stating ""only strings"" 

Is there a way to pass in a file to the translate module? 

from textblob import TextBlob

> > > myfile = open('keywords' ,'r')
> > > blob = TextBlob(myfile)

  File ""/usr/local/lib/python2.7/dist-packages/textblob/blob.py"", line 346, in _
_init__
    'must be a string, not {0}'.format(type(text)))
TypeError: The `text` argument passed to `__init__(text)` must be a string, not
<type 'file'>

Any help would be greatly appreciated.

Thanks in advance
",0,0,0,0,1,0,0,0,0,0
44,15,https://github.com/sloria/TextBlob/issues/113,113,"[{'id': 45792776, 'node_id': 'MDU6TGFiZWw0NTc5Mjc3Ng==', 'url': 'https://api.github.com/repos/sloria/TextBlob/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True, 'description': None}]",open,2016-02-10 09:59:40+00:00,0,2,Translation 1 or 2 character Chinese words,"Thank you for making this amazing tool!! 

I have an easy issue. I use textblob to translate Chinese. In Translate.py in def detect with comment """"""Detect the source text's language."""""" requires a minimum length of 3 otherwise it will through an exception. This is not so handy for Chinese characters. For example: 婵?means ""it is good"".

Maybe there is away to change this without losing the effectiveness of detecting the correct language. If you can detect if they are Chinese characters you could drop the minimum length requirement.

Thanks and keep up the good work :)
",0,0,0,0,1,0,0,0,0,0
45,18,https://github.com/sloria/TextBlob/issues/117,117,[],closed,2016-02-15 22:16:03+00:00,0,13,Translation not working - NotTranslated: Translation API returned the input string unchanged.,"Hi, 
The translation is not working. 
thanks in advance,

In [1]: from textblob import TextBlob

In [2]: en_blob = TextBlob(u'Simple is better than complex.')
## In [3]: en_blob.translate(to='es')

NotTranslated                             Traceback (most recent call last)
<ipython-input-3-147f0b9c660d> in <module>()
----> 1 en_blob.translate(to='es')

/usr/local/lib/python2.7/dist-packages/textblob-0.11.0-py2.7.egg/textblob/blob.pyc in translate(self, from_lang, to)
    507             from_lang = self.translator.detect(self.string)
    508         return self.**class**(self.translator.translate(self.raw,
--> 509                         from_lang=from_lang, to_lang=to))
    510 
    511     def detect_language(self):

/usr/local/lib/python2.7/dist-packages/textblob-0.11.0-py2.7.egg/textblob/translate.pyc in translate(self, source, from_lang, to_lang, host, type_)
     43             return self._get_translation_from_json5(json5)
     44         else:
---> 45             raise NotTranslated('Translation API returned the input string unchanged.')
     46 
     47     def detect(self, source, host=None, type_=None):

NotTranslated: Translation API returned the input string unchanged.
",0,0,0,0,1,0,0,0,0,0
46,24,https://github.com/sloria/TextBlob/issues/126,126,[],closed,2016-05-12 08:49:16+00:00,0,1,Does Translation have any limit on number of words per day ?,"Is there any limit like only 2500 words can be translated per day ?
",0,0,0,0,1,0,0,0,0,0
47,33,https://github.com/sloria/TextBlob/issues/138,138,[],closed,2016-09-06 21:07:29+00:00,0,1,urllib2.HTTPError: HTTP Error 503: Service Unavailable while using translate() from textblob,"from textblob import TextBlob
text=""Wi-Fi Direct""
tb=TextBlob(text)
translated_string=tb.translate(to='en')

**Error**

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""C:\Python27\lib\site-packages\textblob\blob.py"", line 505, in translate
    from_lang=from_lang, to_lang=to))
  File ""C:\Python27\lib\site-packages\textblob\translate.py"", line 52, in transl
ate
    response = self._request(self.url, host=host, type_=type_, data=data)
  File ""C:\Python27\lib\site-packages\textblob\translate.py"", line 92, in _reque
st
    resp = request.urlopen(req)
  File ""C:\Python27\lib\urllib2.py"", line 154, in urlopen
    return opener.open(url, data, timeout)
  File ""C:\Python27\lib\urllib2.py"", line 437, in open
    response = meth(req, response)
  File ""C:\Python27\lib\urllib2.py"", line 550, in http_response
    'http', request, response, code, msg, hdrs)
  File ""C:\Python27\lib\urllib2.py"", line 469, in error
    result = self._call_chain(_args)
  File ""C:\Python27\lib\urllib2.py"", line 409, in _call_chain
    result = func(_args)
  File ""C:\Python27\lib\urllib2.py"", line 656, in http_error_302
    return self.parent.open(new, timeout=req.timeout)
  File ""C:\Python27\lib\urllib2.py"", line 437, in open
    response = meth(req, response)
  File ""C:\Python27\lib\urllib2.py"", line 550, in http_response
    'http', request, response, code, msg, hdrs)
  File ""C:\Python27\lib\urllib2.py"", line 475, in error
    return self._call_chain(_args)
  File ""C:\Python27\lib\urllib2.py"", line 409, in _call_chain
    result = func(_args)
  File ""C:\Python27\lib\urllib2.py"", line 558, in http_error_default
    raise HTTPError(req.get_full_url(), code, msg, hdrs, fp)
urllib2.HTTPError: HTTP Error 503: Service Unavailable
",0,0,0,0,1,0,0,0,0,0
48,43,https://github.com/sloria/TextBlob/issues/152,152,[],closed,2017-02-16 12:31:03+00:00,0,0,Translation issues,"I made a very easy script to play around with the translation module:

```
from textblob import TextBlob

en_text = TextBlob('You shall find of the king a husband, madam; you, sir, a father: he that so generally is at all times good must of necessity hold his virtue to you; whose worthiness would stir it up where it wanted rather than lack it where there is such abundance.')
nl_text = en_text.translate(from_lang='en', to='nl')

print(nl_text)
```


But this results in a couple of errors of which I hardly can make any sense: 

```
Traceback (most recent call last):
  File ""C:\Users\Gebruiker\Desktop\TEXTBLOW.py"", line 4, in <module>
    nl_text = en_text.translate(from_lang='en', to='nl')
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\site-packages\textblob\blob.py"", line 505, in translate
    from_lang=from_lang, to_lang=to))
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\site-packages\textblob\translate.py"", line 52, in translate
    response = self._request(self.url, host=host, type_=type_, data=data)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\site-packages\textblob\translate.py"", line 92, in _request
    resp = request.urlopen(req)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 162, in urlopen
    return opener.open(url, data, timeout)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 471, in open
    response = meth(req, response)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 581, in http_response
    'http', request, response, code, msg, hdrs)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 503, in error
    result = self._call_chain(*args)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 443, in _call_chain
    result = func(*args)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 686, in http_error_302
    return self.parent.open(new, timeout=req.timeout)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 471, in open
    response = meth(req, response)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 581, in http_response
    'http', request, response, code, msg, hdrs)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 509, in error
    return self._call_chain(*args)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 443, in _call_chain
    result = func(*args)
  File ""C:\Users\Gebruiker\AppData\Local\Programs\Python\Python35\lib\urllib\request.py"", line 589, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)
urllib.error.HTTPError: HTTP Error 503: Service Unavailable
```",0,0,0,0,1,0,0,0,0,0
49,52,https://github.com/sloria/TextBlob/issues/161,161,[],closed,2017-05-07 02:23:06+00:00,0,1,test `test_translate_non_ascii` fails due to updated translation,"Running `python run_tests.py` yields

```
======================================================================
FAIL: test_translate_non_ascii (tests.test_translate.TestTranslatorIntegration)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""/home/jcalbert/Documents/open_source/TextBlob/tests/test_translate.py"", line 102, in test_translate_non_ascii
    assert_equal(translated, ""With full sovereignty"")
AssertionError: u'Fully sovereign' != u'With full sovereignty'
- Fully sovereign
+ With full sovereignty
```
probably due to change in translation:
![translate](https://cloud.githubusercontent.com/assets/4261275/25777412/881c414a-32aa-11e7-865f-ceec78753ab6.png)
",0,0,0,0,1,0,0,0,0,0
50,53,https://github.com/sloria/TextBlob/issues/164,164,[],closed,2017-05-23 01:02:53+00:00,0,0,Textblob incomplete translating,"I'm trying to translate some files using Textblob but it didn't translate them completely.
For example, a file with 465 lines of text just 164 of them were translated. 

Are there any rules in Textblob that limit the number of words to be translated?",0,0,0,0,1,0,0,0,0,0
51,74,https://github.com/sloria/TextBlob/issues/196,196,[],closed,2018-02-15 23:09:48+00:00,0,4,Translation API,"Thought to leave this here for somebody. I was using textblob on individual sentences for part of speech tagging. Worked great, and saved me an hour or two of having to dig through NLTK documentation.

That said I ran individual sentences through, out of a very large database I have. It seems that I overloaded the google translate API, and actually had to comment out the translate API in the module.

Thought you guys might want to disable translate by default. Just a thought.

Anyways awesome module.",0,0,0,0,1,0,0,0,0,0
52,88,https://github.com/sloria/TextBlob/issues/215,215,"[{'id': 45792774, 'node_id': 'MDU6TGFiZWw0NTc5Mjc3NA==', 'url': 'https://api.github.com/repos/sloria/TextBlob/labels/bug', 'name': 'bug', 'color': 'fc2929', 'default': True, 'description': None}, {'id': 58187449, 'node_id': 'MDU6TGFiZWw1ODE4NzQ0OQ==', 'url': 'https://api.github.com/repos/sloria/TextBlob/labels/please-help', 'name': 'please-help', 'color': '009800', 'default': False, 'description': None}]",closed,2018-06-20 03:01:09+00:00,0,21,HTTP Error 503: Service Unavailable while using detect_language() and translate() from textblob,"python:3.5
textblob:0.15.1

seems it happened before and fixed in #148 

the detail logs
`  File ""/usr/local/lib/python3.5/site-packages/textblob/blob.py"", line 562, in detect_language
    return self.translator.detect(self.raw) `
`  File ""/usr/local/lib/python3.5/site-packages/textblob/translate.py"", line 72, in detect
    response = self._request(url, host=host, type_=type_, data=data)`
`  File ""/usr/local/lib/python3.5/site-packages/textblob/translate.py"", line 92, in _request
    resp = request.urlopen(req) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 163, in urlopen
    return opener.open(url, data, timeout) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 472, in open
    response = meth(req, response) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 582, in http_response
    'http', request, response, code, msg, hdrs) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 504, in error
    result = self._call_chain(*args) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 444, in _call_chain
    result = func(*args) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 696, in http_error_302
    return self.parent.open(new, timeout=req.timeout) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 472, in open
    response = meth(req, response) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 582, in http_response
    'http', request, response, code, msg, hdrs) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 510, in error
    return self._call_chain(*args) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 444, in _call_chain
    result = func(*args) `
`  File ""/usr/local/lib/python3.5/urllib/request.py"", line 590, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)`",0,0,0,0,1,0,0,0,0,0
53,98,https://github.com/sloria/TextBlob/issues/241,241,[],closed,2018-12-19 20:23:04+00:00,0,1,HTTP Error 503: Service Unavailable for blob.translate(),"Hello, 

I just started with this awesome tool, I just got this error and was working fine 1 hour ago, so I wanted to report it:

```python
>>> from textblob import TextBlob
>>> text = '''
... The titular threat of The Blob has always struck me as the ultimate movie
... monster: an insatiably hungry, amoeba-like mass able to penetrate
... virtually any safeguard, capable of--as a doomed doctor chillingly
... describes it--""assimilating flesh on contact.
... Snide comparisons to gelatin be damned, it's a concept with the most
... devastating of potential consequences, not unlike the grey goo scenario
... proposed by technological theorists fearful of
... artificial intelligence run rampant.
... '''
>>> blob = TextBlob(text)
>>> blob.translate(to=""es"")
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/usr/local/lib/python3.6/site-packages/textblob/blob.py"", line 541, in translate
    from_lang=from_lang, to_lang=to))
  File ""/usr/local/lib/python3.6/site-packages/textblob/translate.py"", line 54, in translate
    response = self._request(url, host=host, type_=type_, data=data)
  File ""/usr/local/lib/python3.6/site-packages/textblob/translate.py"", line 92, in _request
    resp = request.urlopen(req)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 223, in urlopen
    return opener.open(url, data, timeout)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 532, in open
    response = meth(req, response)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 642, in http_response
    'http', request, response, code, msg, hdrs)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 564, in error
    result = self._call_chain(*args)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 504, in _call_chain
    result = func(*args)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 756, in http_error_302
    return self.parent.open(new, timeout=req.timeout)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 532, in open
    response = meth(req, response)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 642, in http_response
    'http', request, response, code, msg, hdrs)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 570, in error
    return self._call_chain(*args)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 504, in _call_chain
    result = func(*args)
  File ""/usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/request.py"", line 650, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)
```

",0,0,0,0,1,0,0,0,0,0
54,110,https://github.com/sloria/TextBlob/issues/283,283,[],closed,2019-08-30 21:20:01+00:00,0,1,.detect_language and .translate(to=... do not work,"it was ok b4, but from tomorrow after 
analysis = TextBlob(t)
print(ana.detect_language())

getting

File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/textblob/blob.py"", line 568, in detect_language
    return self.translator.detect(self.raw)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/textblob/translate.py"", line 72, in detect
    response = self._request(url, host=host, type_=type_, data=data)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/textblob/translate.py"", line 92, in _request
    resp = request.urlopen(req)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 222, in urlopen
    return opener.open(url, data, timeout)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 531, in open
    response = meth(req, response)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 641, in http_response
    'http', request, response, code, msg, hdrs)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 563, in error
    result = self._call_chain(*args)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 503, in _call_chain
    result = func(*args)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 755, in http_error_302
    return self.parent.open(new, timeout=req.timeout)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 531, in open
    response = meth(req, response)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 641, in http_response
    'http', request, response, code, msg, hdrs)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 569, in error
    return self._call_chain(*args)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 503, in _call_chain
    result = func(*args)
  File ""/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/urllib/request.py"", line 649, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)
urllib.error.HTTPError: HTTP Error 429: Too Many Requests
",0,0,0,0,1,0,0,0,0,0
55,151,https://github.com/sloria/TextBlob/issues/395,395,[],closed,2021-09-11 13:32:31+00:00,0,12,error intranslation,"url not found error sometime:


 File ""/usr/local/lib/python3.8/dist-packages/textblob/blob.py"", line 546, in translate
    return self.__class__(self.translator.translate(self.raw,
  File ""/usr/local/lib/python3.8/dist-packages/textblob/translate.py"", line 54, in translate
    response = self._request(url, host=host, type_=type_, data=data)
  File ""/usr/local/lib/python3.8/dist-packages/textblob/translate.py"", line 92, in _request
    resp = request.urlopen(req)
  File ""/usr/lib/python3.8/urllib/request.py"", line 222, in urlopen
    return opener.open(url, data, timeout)
  File ""/usr/lib/python3.8/urllib/request.py"", line 531, in open
    response = meth(req, response)
  File ""/usr/lib/python3.8/urllib/request.py"", line 640, in http_response
    response = self.parent.error(
  File ""/usr/lib/python3.8/urllib/request.py"", line 569, in error
    return self._call_chain(*args)
  File ""/usr/lib/python3.8/urllib/request.py"", line 502, in _call_chain
    result = func(*args)
  File ""/usr/lib/python3.8/urllib/request.py"", line 649, in http_error_default
    raise HTTPError(req.full_url, code, msg, hdrs, fp)
urllib.error.HTTPError: HTTP Error 404: Not Found
",0,0,0,0,1,0,0,0,0,0
56,152,https://github.com/sloria/TextBlob/issues/396,396,[],closed,2021-09-14 09:56:18+00:00,0,2,Error in translation and detect_language,"Hi,

When calling for the functions detect_language & translate are not working. After a couple of pushes, I receive a HTTP 404 error unfortunately. I'm quite unsure what the issue might be. I don't if Google updated their criteria regarding API's but @sloria could you have a look at this? I'm happy to help.


",0,0,0,0,1,0,0,0,0,0
57,155,https://github.com/sloria/TextBlob/issues/400,400,[],open,2021-10-14 21:49:55+00:00,0,0,Textblob translation returns both original and translated sentence,"I am facing a problem with the translation

from textblob import TextBlob
from textblob.translate import NotTranslated

text = TextBlob(""Explanation\nWhy the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms, just closure on some GAs after I voted at New York Dolls FAC. And please don't remove the template from the talk page since I'm retired now.89.205.38.27"")
text = text.translate(from_lang='en', to='de')
print(text)

Result:
TextBlob(""Explanation Why the edits made under my username Hardcore Metallica Fan were reverted? Erkl鐩瞨ung Warum wurden die unter meinem Benutzernamen Hardcore Metallica Fan vorgenommenen 鑴沶derungen r鐪塩kg鐩瞡gig gemacht? They weren't vandalisms, just closure on some GAs after I voted at New York Dolls FAC. Es waren keine Vandalismen, sondern nur die Schlie鑴絬ng einiger GAs, nachdem ich bei New York Dolls FAC abgestimmt hatte. And please don't remove the template from the talk page since I'm retired now.89.205.38.27 Und bitte entfernen Sie die Vorlage nicht von der Diskussionsseite, da ich jetzt im Ruhestand bin.89.205.38.27"")

It is giving me the original as well as the translated version. Also, it's giving me results in some XML format like "",&# "" etc.",0,0,0,0,1,0,0,0,0,0
