,html_url,number,labels,state,created_at,pull_request,comments,title,body,1,2,3,4,5,6,7,8,9,10
46,https://github.com/allenai/allennlp/issues/653,653,[],closed,2017-12-29 20:30:09+00:00,,3,JSONL requirement in `Predict` is too restrictive,"for context, I am playing around with using AllenNLP for 

https://www.kaggle.com/c/jigsaw-toxic-comment-classification-challenge

I have trained a model, and now I need to create a CSV of predictions on the test set. The input file is a CSV {""comment_id"", ""comment_text""}. Right now in order to run `predict` on this, I have to convert it to a JSONL file. That's not hard, but it seems like an unnecessary step.

The relevant code in `predict.py` is

```
    batch_json_data = []
    for line in input_file:
        if not line.isspace():
            # Collect batch size amount of data.
            json_data = json.loads(line)
            batch_json_data.append(json_data)
            if len(batch_json_data) == batch_size:
                _run_predictor(batch_json_data)
                batch_json_data = []
```

Of course we don't want to break backward compatibility. One immediate idea is to give the base `Predictor` class a method

```
def line_to_json(line: str) -> JsonDict:
    return json.loads(line)
```

and then call that (rather than `json.loads`) from `predict.py`. Then in my example I could override it like

```
def line_to_json(line: str) -> JsonDict:
    id, text = parse_csv_line(line)
    return {""id"": id, ""text"": text}
```

and be able to use my `test.csv` rather than have to make a JSONL file.

and then probably we'd do the same for the output:

```
def json_output_to_line(line: str) -> JsonDict:
    return json.dumps(line)
```

and I'd override that too
",,,,,,,1,,,
114,https://github.com/allenai/allennlp/issues/901,901,[],closed,2018-02-20 17:39:13+00:00,,5,KeyError during model prediction,"I tried running the following instructions for the [coreference resolution models](http://allennlp.org/models):
```
echo '{""document"": ""The woman reading a newspaper sat on the bench with her dog.""}' > examples.jsonl
python -m allennlp.run predict \
    https://s3-us-west-2.amazonaws.com/allennlp/models/coref-model-2017.11.09.tar.gz \
    examples.jsonl
```
and I get the following error:
```
2018-02-20 17:31:46,344 - INFO - allennlp.nn.initializers -    _text_field_embedder.token_embedder_tokens.weight
Traceback (most recent call last):
  File ""/usr/local/lib/python3.6/runpy.py"", line 193, in _run_module_as_main
    ""__main__"", mod_spec)
  File ""/usr/local/lib/python3.6/runpy.py"", line 85, in _run_code
    exec(code, run_globals)
  File ""/stage/allennlp/allennlp/run.py"", line 18, in <module>
    main(prog=""python -m allennlp.run"")
  File ""/stage/allennlp/allennlp/commands/__init__.py"", line 67, in main
    args.func(args)
  File ""/stage/allennlp/allennlp/commands/predict.py"", line 172, in predict_inner
    predictor = _get_predictor(args, predictors)
  File ""/stage/allennlp/allennlp/commands/predict.py"", line 114, in _get_predictor
    overrides=args.overrides)
  File ""/stage/allennlp/allennlp/models/archival.py"", line 149, in load_archive
    cuda_device=cuda_device)
  File ""/stage/allennlp/allennlp/models/model.py"", line 235, in load
    model.load_state_dict(model_state)
  File ""/usr/local/lib/python3.6/site-packages/torch/nn/modules/module.py"", line 522, in load_state_dict
    .format(name))
KeyError: 'unexpected key ""_mention_feedforward._module._linear_layers.0.weight"" in state_dict'
```

I tried this both using the docker installation (`docker run -p 8000:8000 -it --rm allennlp/allennlp`)
and the [installation from source](https://github.com/allenai/allennlp/blob/v0.3.0/tutorials/getting_started/installation.md#installing-from-source). 

I also tried with the latest PyTorch (0.3.1) and the recommended (0.2.0).
",,,,,,,1,,,
119,https://github.com/allenai/allennlp/issues/917,917,[],closed,2018-02-23 20:40:30+00:00,,3,Option to predict tagger model without SpacyWordSplitter?,"I am training a SimpleTagger instance and when trying to use the trained model to predict unseen data, I keep running into the problem that the output has more words than the gold. 
I looked into the code and instances of the class `sentence_tagger` always use the SpacyTokenizer (see here: https://github.com/allenai/allennlp/blob/master/allennlp/service/predictors/sentence_tagger.py#L22). 

Since I am formatting the training data so that I have a `word###tag` format, I am assuming that the splitter is not applied here. Assuming that the test tgt is formatted in a spacy-compliant way seems like a pretty big assumption to me. 
Since you already have the JustSpaceTokenizer here (https://github.com/allenai/allennlp/blob/master/allennlp/data/tokenizers/word_splitter.py#L128), I am wondering if there a method exists to tell the predictor to use that one (without monkeypatching the class on my end). 
If not, I suggest adding a tokenizer option to the config file. ",,,,,,,1,,,
1045,https://github.com/allenai/allennlp/issues/2833,2833,[],closed,2019-05-13 13:18:42+00:00,,1,KeyError: 'predictions' When use SimpleSeq2SeqPredictor to predict string,"Please first search our GitHub repository for similar questions.  If you don't find a similar example you can use the following template:

**System (please complete the following information):**
 - OS: Ubunti 18.04
 - Python version: 3.6.7
 - AllenNLP version: v0.8.3
 - PyTorch version: 1.1.0

**Question**
When I Try to predict string using SimpleSeq2SeqPredictor, It always show that
```bash
Traceback (most recent call last):
  File ""predict.py"", line 96, in <module>
    p = predictor.predict(i)
  File ""venv/lib/python3.6/site-packages/allennlp/predictors/seq2seq.py"", line 17, in predict
    return self.predict_json({""source"" : source})
  File ""/venv/lib/python3.6/site-packages/allennlp/predictors/predictor.py"", line 56, in predict_json
    return self.predict_instance(instance)
  File ""/venv/lib/python3.6/site-packages/allennlp/predictors/predictor.py"", line 93, in predict_instance
    outputs = self._model.forward_on_instance(instance)
  File ""/venv/lib/python3.6/site-packages/allennlp/models/model.py"", line 124, in forward_on_instance
    return self.forward_on_instances([instance])[0]
  File ""/venv/lib/python3.6/site-packages/allennlp/models/model.py"", line 153, in forward_on_instances
    outputs = self.decode(self(**model_input))
  File ""/venv/lib/python3.6/site-packages/allennlp/models/encoder_decoders/simple_seq2seq.py"", line 247, in decode
    predicted_indices = output_dict[""predictions""]
KeyError: 'predictions'
```

I try to do a translate system, but I am newbie, most of code come from
https://github.com/mhagiwara/realworldnlp/blob/master/examples/mt/mt.py
http://www.realworldnlpbook.com/blog/building-seq2seq-machine-translation-models-using-allennlp.html

this is my training code
```py
EN_EMBEDDING_DIM = 256
ZH_EMBEDDING_DIM = 256
HIDDEN_DIM = 256
CUDA_DEVICE = 0
prefix = 'small'

reader = Seq2SeqDatasetReader(
    source_tokenizer=WordTokenizer(),
    target_tokenizer=CharacterTokenizer(),
    source_token_indexers={'tokens': SingleIdTokenIndexer()},
    target_token_indexers={'tokens': SingleIdTokenIndexer(namespace='target_tokens')},
    lazy = True)
train_dataset = reader.read(f'./{prefix}-data/train.tsv')
validation_dataset = reader.read(f'./{prefix}-data/val.tsv')

vocab = Vocabulary.from_instances(train_dataset,
                                    min_count={'tokens': 3, 'target_tokens': 3})

en_embedding = Embedding(num_embeddings=vocab.get_vocab_size('tokens'),
                            embedding_dim=EN_EMBEDDING_DIM)
# encoder = PytorchSeq2SeqWrapper(
#     torch.nn.LSTM(EN_EMBEDDING_DIM, HIDDEN_DIM, batch_first=True))
encoder = StackedSelfAttentionEncoder(input_dim=EN_EMBEDDING_DIM, hidden_dim=HIDDEN_DIM, projection_dim=128, feedforward_hidden_dim=128, num_layers=1, num_attention_heads=8)

source_embedder = BasicTextFieldEmbedder({""tokens"": en_embedding})

# attention = LinearAttention(HIDDEN_DIM, HIDDEN_DIM, activation=Activation.by_name('tanh')())
# attention = BilinearAttention(HIDDEN_DIM, HIDDEN_DIM)
attention = DotProductAttention()

max_decoding_steps = 20   # TODO: make this variable
model = SimpleSeq2Seq(vocab, source_embedder, encoder, max_decoding_steps,
                        target_embedding_dim=ZH_EMBEDDING_DIM,
                        target_namespace='target_tokens',
                        attention=attention,
                        beam_size=8,
                        use_bleu=True)
optimizer = optim.Adam(model.parameters())
iterator = BucketIterator(batch_size=32, sorting_keys=[(""source_tokens"", ""num_tokens"")])

iterator.index_with(vocab)
if torch.cuda.is_available():
    cuda_device = 0
    model = model.cuda(cuda_device)
else:
    cuda_device = -1
trainer = Trainer(model=model,
                    optimizer=optimizer,
                    iterator=iterator,
                    train_dataset=train_dataset,
                    validation_dataset=validation_dataset,
                    num_epochs=50,
                    serialization_dir=f'ck/{prefix}/',
                    cuda_device=cuda_device)

# for i in range(50):
    # print('Epoch: {}'.format(i))
trainer.train()

predictor = SimpleSeq2SeqPredictor(model, reader)

for instance in itertools.islice(validation_dataset, 10):
    print('SOURCE:', instance.fields['source_tokens'].tokens)
    print('GOLD:', instance.fields['target_tokens'].tokens)
    print('PRED:', predictor.predict_instance(instance)['predicted_tokens'])

# Here's how to save the model.
with open(f""ck/{prefix}/manually_save_model.th"", 'wb') as f:
    torch.save(model.state_dict(), f)
vocab.save_to_files(f""ck/{prefix}/vocabulary"")
```

and this is my predict code
```py
EN_EMBEDDING_DIM = 256
ZH_EMBEDDING_DIM = 256
HIDDEN_DIM = 256
CUDA_DEVICE = 0
prefix = 'big'

reader = Seq2SeqDatasetReader(
    source_tokenizer=WordTokenizer(),
    target_tokenizer=CharacterTokenizer(),
    source_token_indexers={'tokens': SingleIdTokenIndexer()},
    target_token_indexers={'tokens': SingleIdTokenIndexer(namespace='target_tokens')},
    lazy = True)
# train_dataset = reader.read(f'./{prefix}-data/train.tsv')
# validation_dataset = reader.read(f'./{prefix}-data/val.tsv')

# vocab = Vocabulary.from_instances(train_dataset,
#                                     min_count={'tokens': 3, 'target_tokens': 3})
vocab = Vocabulary.from_files(""ck/small/vocabulary"")

en_embedding = Embedding(num_embeddings=vocab.get_vocab_size('tokens'),
                            embedding_dim=EN_EMBEDDING_DIM)
# encoder = PytorchSeq2SeqWrapper(
#     torch.nn.LSTM(EN_EMBEDDING_DIM, HIDDEN_DIM, batch_first=True))
encoder = StackedSelfAttentionEncoder(input_dim=EN_EMBEDDING_DIM, hidden_dim=HIDDEN_DIM, projection_dim=128, feedforward_hidden_dim=128, num_layers=1, num_attention_heads=8)

source_embedder = BasicTextFieldEmbedder({""tokens"": en_embedding})

# attention = LinearAttention(HIDDEN_DIM, HIDDEN_DIM, activation=Activation.by_name('tanh')())
# attention = BilinearAttention(HIDDEN_DIM, HIDDEN_DIM)
attention = DotProductAttention()

max_decoding_steps = 20   # TODO: make this variable
model = SimpleSeq2Seq(vocab, source_embedder, encoder, max_decoding_steps,
                        target_embedding_dim=ZH_EMBEDDING_DIM,
                        target_namespace='target_tokens',
                        attention=attention,
                        beam_size=8,
                        use_bleu=True)

# And here's how to reload the model.
with open(""./ck/small/best.th"", 'rb') as f:
    model.load_state_dict(torch.load(f))

predictor = Seq2SeqPredictor(model, dataset_reader=reader)
# print(predictor.predict(""The dog ate the apple""))


test = [
    'Surely ,he has no power over those who believe and put their trust in their Lord ;',
    'And assuredly We have destroyed the generations before you when they did wrong ,while their apostles came unto them with the evidences ,and they were not such as to believe . In this wise We requite the sinning people .',
    'And warn your tribe ( O Muhammad SAW ) of near kindred .',
    'And to the Noble Messengers whom We have mentioned to you before ,and to the Noble Messengers We have not mentioned to you ; and Allah really did speak to Moosa .',
    'It is He who gave you hearing ,sight ,and hearts ,but only few of you give thanks .',
    'spreading in them much corruption ?',
    'That will envelop the people . This will be a painful punishment .',
    'When you received it with your tongues and spoke with your mouths what you had no knowledge of ,and you deemed it an easy matter while with Allah it was grievous .',
    'of which you are disregardful .',
    'Whoever disbelieves ,then the calamity of his disbelief is only on him ; and those who do good deeds ,are preparing for themselves .'
]




for i in test:
    p = predictor.predict(i) # <------------------- ERROR !!!!!!!
    print(p) 
```

Am I do something wrong ?",,,,,,,1,,,
1085,https://github.com/allenai/allennlp/issues/2893,2893,[],closed,2019-05-27 03:44:44+00:00,,4,Error while trying to use biaffine_dependency_parser predictor,"**Describe the bug**
I am trying to use the pre-trained model `biaffine_dependency_parser` predictor, however, I am facing an exception:


```sh
172.17.0.1 - - [2019-05-27 03:30:33] ""POST /predict HTTP/1.1"" 500 477 0.004113
[2019-05-27 03:31:20,680] ERROR in app: Exception on /predict [POST]
Traceback (most recent call last):
  File ""/usr/local/lib/python3.6/site-packages/flask/app.py"", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File ""/usr/local/lib/python3.6/site-packages/flask/app.py"", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File ""/usr/local/lib/python3.6/site-packages/flask_cors/extension.py"", line 161, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File ""/usr/local/lib/python3.6/site-packages/flask/app.py"", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File ""/usr/local/lib/python3.6/site-packages/flask/_compat.py"", line 35, in reraise
    raise value
  File ""/usr/local/lib/python3.6/site-packages/flask/app.py"", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File ""/usr/local/lib/python3.6/site-packages/flask/app.py"", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File ""/usr/local/lib/python3.6/site-packages/allennlp/service/server_simple.py"", line 109, in predict
    prediction = predictor.predict_json(data)
  File ""/usr/local/lib/python3.6/site-packages/allennlp/predictors/predictor.py"", line 55, in predict_json
    instance = self._json_to_instance(inputs)
  File ""/usr/local/lib/python3.6/site-packages/allennlp/predictors/biaffine_dependency_parser.py"", line 108, in _json_to_instance
    if self._dataset_reader.use_language_specific_pos: # type: ignore
AttributeError: 'Conll2003DatasetReader' object has no attribute 'use_language_specific_pos'
```

**To Reproduce**
Steps to reproduce the behavior

- Get the latest image of the `allennlp`: `docker pull allennlp/allennlp:v0.8.3`
- Run the installed docker image: 
`docker run --rm -p 8000:8000 --entrypoint="""" -v $HOME/.allennlp:/root/.allennlp allennlp/allennlp:v0.8.3 python -m allennlp.service.server_simple --archive-path https://s3-us-west-2.amazonaws.com/allennlp/models/ner-model-2018.12.18.tar.gz --predictor biaffine-dependency-parser --field-name sentence`  

- Execute this post request: 
`curl 'http://localhost:8000/predict' -H 'Content-Type: application/json' --data-binary '{""sentence"":""Say Hello World""}'`

**Expected behavior**
`{""arc_loss"":0.00048828125,""hierplane_tree"":{""linkToPosition"":{""acomp"":""right"",""ccomp"":""right"",""csubj"":""left"",""csubjpass"":""left"",""dobj"":""right"",""iobj"":""right"",""nsubj"":""left"",""nsubjpass"":""left"",""pcomp"":""right"",""pobj"":""right"",""xcomp"":""right""},""nodeTypeToStyle"":{""acomp"":[""color2""],""advcl"":[""color3""],""advmod"":[""color4""],""amod"":[""color4""],""appos"":[""color4""],""aux"":[""color3""],""cc"":[""color3""],""ccomp"":[""color2""],""conj"":[""color3""],""cop"":[""color3""],""csubj"":[""color1""],""csubjpass"":[""color1""],""dep"":[""color5"",""strong""],""det"":[""color3""],""discourse"":[""color3""],""dobj"":[""color2""],""expletive"":[""color3""],""infmod"":[""color4""],""iobj"":[""color2""],""mark"":[""color2""],""mod"":[""color4""],""neg"":[""color0""],""nn"":[""color4""],""npadvmod"":[""color4""],""nsubj"":[""color1""],""nsubjpass"":[""color1""],""number"":[""color3""],""pcomp"":[""color2""],""pobj"":[""color2""],""poss"":[""color3""],""possesive"":[""color3""],""prep"":[""color3""],""prt"":[""color3""],""punct"":[""color0""],""quantmod"":[""color4""],""root"":[""color5"",""strong""],""tmod"":[""color4""],""xcomp"":[""color2""]},""root"":{""attributes"":[""VB""],""children"":[{""attributes"":[""NN""],""children"":[{""attributes"":[""UH""],""link"":""dep"",""nodeType"":""dep"",""spans"":[{""end"":10,""start"":4}],""word"":""Hello""}],""link"":""dobj"",""nodeType"":""dobj"",""spans"":[{""end"":16,""start"":10}],""word"":""World""}],""link"":""root"",""nodeType"":""root"",""spans"":[{""end"":4,""start"":0}],""word"":""Say""},""text"":""Say Hello World""},""loss"":0.30580803751945496,""pos"":[""VB"",""UH"",""NN""],""predicted_dependencies"":[""root"",""dep"",""dobj""],""predicted_heads"":[0,3,1],""slug"":""ODMwODcw"",""tag_loss"":0.30531975626945496,""words"":[""Say"",""Hello"",""World""]}
`

**System (please complete the following information):**
 - OS: macOS Mojave 
 - Python version: 3.6.1
 - AllenNLP version:  v0.8.3
 - PyTorch version: Default which is installed in the image
",,,,,,,1,,,
1137,https://github.com/allenai/allennlp/issues/2985,2985,[],closed,2019-06-21 08:10:16+00:00,,4,How to load and predict from a model after training properly,"**System (please complete the following information):**
 - OS: training: Linux, prediction OSX
 - Python version: 3.6.5
 - AllenNLP version: 0.8.4
 - PyTorch version: 1.1.0

**Question**
I have trained a very small(toy) model for mapping snippet of code to their intent (check out [CoNaLA](https://conala-corpus.github.io/) ) I am planning to iterate on it and create custom models and all. So, I did not use the jsonnet based training for this. I coded everything in Python and then at the end of the training I saved the model. So the relevant code at the time of training looks like this - 

```python
class Py2CommentWordSplitter(WordSplitter):
    @overrides
    def split_words(self, sentence: str):
        tokens = [Token(m) for m in sentence.split()]
        return tokens


# In[35]:


class Py2CommentsDataSetReader(Seq2SeqDatasetReader):

    def __init__(self,
                 source_tokenizer: Tokenizer = None,
                 target_tokenizer: Tokenizer = None,
                 source_token_indexers: Dict[str, TokenIndexer] = None,
                 target_token_indexers: Dict[str, TokenIndexer] = None,
                 source_add_start_token: bool = True,
                 delimiter: str = 't',
                 lazy: bool = False):
        source_tokenizer = WordTokenizer(word_splitter=Py2CommentWordSplitter())
        target_tokenizer = WordTokenizer()
        super().__init__(source_tokenizer=source_tokenizer,
                         target_tokenizer=target_tokenizer,
                         source_token_indexers={'tokens': SingleIdTokenIndexer()},
                         target_token_indexers={'tokens': SingleIdTokenIndexer(namespace='target_tokens')},
                         lazy=lazy)

    @overrides
    def _read(self, file_path):
        with open(cached_path(file_path), ""r"", encoding='utf-8') as data_file:
            print(""Reading instances from lines in file at: %s"", file_path)
            for line_num, line in enumerate(data_file):
                line = line.strip(""\n"")
                if not line:
                    continue 
                line_parts = line.split('\t')
                if len(line_parts) != 2:
                    # print(""Invalid line format: %s (line number %d)"" % (line, line_num + 1))
                    continue
                source_sequence, target_sequence = line_parts
                if not source_sequence:
                    continue 
                yield self.text_to_instance(source_sequence, target_sequence)

reader = Py2CommentsDataSetReader()


# In[43]:


train_dataset = reader.read('train.tsv')


# In[44]:


validation_dataset = reader.read('valid.tsv')


# In[45]:


vocab = Vocabulary.from_instances(train_dataset + validation_dataset,
                                      min_count={'tokens': 3, 'target_tokens': 3})


# In[46]:


vocab.get_vocab_size('tokens')


# In[47]:


INTENT_EMBEDDING_DIM = 32
SNIPPET_EMBEDDING_DIM = 32
HIDDEN_DIM = 64
CUDA_DEVICE = 0


# In[48]:


en_embedding = Embedding(num_embeddings=vocab.get_vocab_size('tokens'),
                             embedding_dim=SNIPPET_EMBEDDING_DIM)


# In[49]:


encoder = StackedSelfAttentionEncoder(input_dim=INTENT_EMBEDDING_DIM, hidden_dim=HIDDEN_DIM, projection_dim=64, feedforward_hidden_dim=64, num_layers=2, num_attention_heads=8,dropout_prob=0.3)


# In[50]:


source_embedder = BasicTextFieldEmbedder({""tokens"": en_embedding})


# In[51]:


attention = BilinearAttention(HIDDEN_DIM, HIDDEN_DIM)


# In[52]:


max_decoding_steps = 20


# In[53]:


model = SimpleSeq2Seq(vocab=vocab,
                       source_embedder=source_embedder,
                       encoder=encoder, 
                       max_decoding_steps=max_decoding_steps,
                       target_embedding_dim=SNIPPET_EMBEDDING_DIM,
                       target_namespace='target_tokens',
                       attention=attention,
                       beam_size=5).cuda()


# In[54]:


optimizer = optim.Adam(model.parameters())


# In[55]:


iterator = BucketIterator(batch_size=8, sorting_keys=[(""source_tokens"", ""num_tokens"")], padding_noise=0.1)


# In[56]:


iterator.index_with(vocab)


# In[57]:


trainer = Trainer(model=model,
                      optimizer=optimizer,
                      iterator=iterator,
                      train_dataset=train_dataset,
                      validation_dataset=validation_dataset,
                      num_epochs=30,
                      cuda_device=CUDA_DEVICE,
                       should_log_parameter_statistics=False)


# In[58]:


trainer.train()


with open(""model/model.th"", 'wb') as f:
    torch.save(model.state_dict(), f)

vocab.save_to_files(""model/vocabulary"")
```
I trained the model on an AWS instance (running ubuntu)
After that, I downloaded the files and I am now trying to load them locally in my laptop 
The code I am using to do this is the following - 
```python
def get_simple_predictor(model_dir, model_config):
    if not Path(model_dir).exists() or not Path(model_dir).is_dir():
        raise NotImplementedError(""The model seems not to exist"")
    if not (Path(model_dir)/""model.th"").is_file():
        raise FileNotFoundError(""The model file is not found"")
    if not (Path(model_dir)/""vocabulary"").is_dir():
        raise NotADirectoryError(""The vocabulary is not a directory"")
    
    reader = Py2CommentsDataSetReader()
    vocab = Vocabulary.from_files(model_dir + ""/vocabulary"")

    source_embedding_dim = model_config['source_embedding_dim']
    target_embedding_dim = model_config['target_embedding_dim']
    hidden_dim = model_config['hidden_dim']

    source_embedding = Embedding(num_embeddings=vocab.get_vocab_size('tokens'),
                             embedding_dim=source_embedding_dim)
    encoder = StackedSelfAttentionEncoder(input_dim=source_embedding_dim, 
                                          hidden_dim=hidden_dim, 
                                          projection_dim=64,
                                          feedforward_hidden_dim=64, 
                                          num_layers=2,
                                          num_attention_heads=8,
                                          dropout_prob=0.3)

    source_embedder = BasicTextFieldEmbedder({""tokens"": source_embedding})
    attention = BilinearAttention(hidden_dim, hidden_dim)
    max_decoding_steps = model_config['max_decoding_steps']

    model = SimpleSeq2Seq(vocab=vocab,
                          source_embedder=source_embedder,
                          encoder=encoder, 
                          max_decoding_steps=max_decoding_steps,
                          target_embedding_dim=target_embedding_dim,
                          target_namespace='target_tokens',
                          attention=attention,
                          beam_size=5)
    
    with open(Path(model_dir)/""model.th"", ""rb"") as f:
        model.load_state_dict(torch.load(f, map_location=model_config['map_location']))
    
    predictor = SimpleSeq2SeqPredictor(model, dataset_reader=reader)
    return predictor
```
The hyper-parameters match exactly the values used at training time. When I call this function it does not throw an error and it returns the `predictor` object. However, when I am using that to do something like - `predictor.predict(""mystring . replace ( ' ' , '! !' ) . split ( '!' )"")` it throws an error. Here is the stacktrace - 

```
KeyError                                  Traceback (most recent call last)
<ipython-input-3-9e10c1070b7a> in <module>
----> 1 predictor.predict(""mystring . replace ( ' ' , '! !' ) . split ( '!' )"")

~/.pyenv/versions/3.6.5/envs/autosoft-webapp/lib/python3.6/site-packages/allennlp/predictors/seq2seq.py in predict(self, source)
     15
     16     def predict(self, source: str) -> JsonDict:
---> 17         return self.predict_json({""source"" : source})
     18
     19     @overrides

~/.pyenv/versions/3.6.5/envs/autosoft-webapp/lib/python3.6/site-packages/allennlp/predictors/predictor.py in predict_json(self, inputs)
     56     def predict_json(self, inputs: JsonDict) -> JsonDict:
     57         instance = self._json_to_instance(inputs)
---> 58         return self.predict_instance(instance)
     59
     60     @contextmanager

~/.pyenv/versions/3.6.5/envs/autosoft-webapp/lib/python3.6/site-packages/allennlp/predictors/predictor.py in predict_instance(self, instance)
     93
     94     def predict_instance(self, instance: Instance) -> JsonDict:
---> 95         outputs = self._model.forward_on_instance(instance)
     96         return sanitize(outputs)
     97

~/.pyenv/versions/3.6.5/envs/autosoft-webapp/lib/python3.6/site-packages/allennlp/models/model.py in forward_on_instance(self, instance)
    122         ``torch.Tensors`` into numpy arrays and remove the batch dimension.
    123         """"""
--> 124         return self.forward_on_instances([instance])[0]
    125
    126     def forward_on_instances(self,

~/.pyenv/versions/3.6.5/envs/autosoft-webapp/lib/python3.6/site-packages/allennlp/models/model.py in forward_on_instances(self, instances)
    151             dataset.index_instances(self.vocab)
    152             model_input = util.move_to_device(dataset.as_tensor_dict(), cuda_device)
--> 153             outputs = self.decode(self(**model_input))
    154
    155             instance_separated_output: List[Dict[str, numpy.ndarray]] = [{} for _ in dataset.instances]

~/.pyenv/versions/3.6.5/envs/autosoft-webapp/lib/python3.6/site-packages/allennlp/models/encoder_decoders/simple_seq2seq.py in decode(self, output_dict)
    245         corresponding tokens, and adds a field called ``predicted_tokens`` to the ``output_dict``.
    246         """"""
--> 247         predicted_indices = output_dict[""predictions""]
    248         if not isinstance(predicted_indices, numpy.ndarray):
    249             predicted_indices = predicted_indices.detach().cpu().numpy()

KeyError: 'predictions'
```

I am not sure how to fix this problem. Any help will be great. Thanks a lot!",,,,,,,1,,,
1213,https://github.com/allenai/allennlp/issues/3114,3114,[],closed,2019-08-05 07:35:39+00:00,,2,predictor.predict_json uses the dataset_reader config entry instead of using the validation_dataset_reader entry,"predictor.predict_json uses the dataset_reader config entry instead of using the validation_dataset_reader entry (when such exists). 

This causes params from training (such as is_training=True if such param is defined) to be passed to the predictor. 

Expected behavior - have the predictor use the validation_dataset_reader when such exists. 

Perhaps this issue needs to be merged, but i would still like to emphasis that i'm surprised that the default is not to use the validation_dataset_reader in predict. 

",,,,,,,1,,,
1265,https://github.com/allenai/allennlp/issues/3218,3218,[],closed,2019-09-05 20:26:36+00:00,,5,Predict during training,"**Is your feature request related to a problem? Please describe.**
I would like to log model predictions for every epoch, even though I am only keeping checkpoints of the latest 3 epochs. This enables post-analysis on the predictions without the disk overhead of logging model weights every epoch. One use case is to generate training curves for new metrics on old (expensive) training runs.

**Describe the solution you'd like**
Either a Predict callback or a ""predict"" field added to the Validate callback

I looked into subclassing or modifying the Validate callback, but since I need the `output_dict`, I would also need to alter `CallbackTrainer.batch_loss()` to return the `output_dict` instead of just returning loss. For now, I have written a hack that duplicates CallbackTrainer.batch_loss() functionality inside the callback. ",,,,,,,1,,,
1426,https://github.com/allenai/allennlp/issues/3489,3489,[],closed,2019-11-27 17:05:43+00:00,,3,Using dataset reader at prediction time,"**System:**
 - OS: [Linux, Windows 7]
 - Python version: [3.7]
 - AllenNLP version: [0.9.0]
 - PyTorch version: 1.3.0

**Question**
If I use the dataset reader to read in the data for the predictor, what part of the data is taken into consideration for the prediction?

For example, I'm using the conll2003 predictor. If I provide POS-tag in the data to predict, do they make a difference in the outcome of the prediction? Alternatively / Additionaly, can I include a POS tagger into the NER model? What would I have to change in the config file.",,,,,,,1,,,
1608,https://github.com/allenai/allennlp/issues/3937,3937,[],closed,2020-03-11 09:51:48+00:00,,3,loss and metric calculation for joint predicate and role prediction on SRL,"Hi, I am trying to modify the SrlBert model to jointly predict the predicates and the corresponding semantic roles as opposed to using the gold predicate information. Specifically, I am planning to first decide which tokens are the predicates and store their embeddings. Then, I will pass the predicate embeddings and regular token embeddings through a bilinear layer to assign the role for each token w.r.t a predicate. However, I have problems on BERT's wordpiece tokenizer and the loss calculation. I will try to solve the mapping problem between the wordpieces and words for the predicates myself first although I will greatly appreciate any tip or guides. My main problem is the metric and loss calculation for joint predicate prediction and role tagging problem, especially in the case of multiple predicates in a sentence.  Is there a built-in module for that? If not, I am open for suggestions.
Btw, I am using version 0.9.0 of AllenNLP.
Thank you.

Edit: My training instance fields include of a list of SequenceLabelField. Please see the relevant code (excluding metadata fields etc) snippet from my dataset reader:

```
        tag_fields = []
        for (_, tags) in srl_frames:
            if self.bert_tokenizer is not None:
                new_tags = _convert_tags_to_wordpiece_tags(tags, offsets)
                tag_fields.append(SequenceLabelField(new_tags, text_field))
            else:
                tag_fields.append(SequenceLabelField(tags, text_field))

        fields[""tags""] = ListField(tag_fields)
```
",,,,,,,1,,,
